Created,GPS,DC Latitude,Model,POST ID
2021:01:06 22:24:50,null,FALSE,null,wp7zbErxpws1
2021:01:06 15:13:00,null,FALSE,null,wPpcfTPvBRIt
2021:01:06 18:08:40,null,FALSE,null,WPQ011Jxq1Oq
2021:01:06 16:49:33,"38 deg 52' 53.04"" N, 77 deg 4' 6.24"" W",FALSE,iPhone 7,WpZ4uLnC1d4H
2021:01:06 08:45:23,null,FALSE,null,wpzuJtNn3ZSw
2021:01:06 18:04:17,null,FALSE,null,WQ0eTizYGrKk
2021:01:06 20:05:17,null,FALSE,null,WQ7S3iOZ68yv
2021:01:06 22:24:50,null,FALSE,null,wQ86STQluoa2
2021:01:06 14:11:58,null,FALSE,null,WQ8C6nYRI2DF
2021:01:06 01:06:44,null,FALSE,null,wQfKYMfKAY59
2021:01:06 00:14:46,null,FALSE,null,Wqi1nLynf8C0
2021:01:06 13:47:01,null,FALSE,null,WqRTWeYhqNnt
2021:01:06 20:07:30,null,FALSE,iPhone X,wQtCRF3T0ENE
2021:01:06 21:57:26,null,FALSE,null,WqTGMKdU7qgu
2021:01:06 22:30:37,null,FALSE,null,wqYgdPjkZzHL
2021:01:06 22:23:59,null,FALSE,null,WqZayQ0kfCiQ
2021:01:06 22:14:45,null,FALSE,null,wR32shJ3U9Os
2021:01:06 04:46:52,null,FALSE,null,WR48SjntmzKo
2021:01:06 16:20:09-08:00,null,FALSE,null,WR4ZolFcUvMU
2021:01:06 10:19:19,null,FALSE,null,wRcAqx4nVE69
2021:01:06 19:48:36,null,FALSE,null,wrKNylaWCngj
2021:01:06 15:44:39,"26 deg 42' 55.44"" S, 48 deg 41' 13.92"" W",FALSE,iPad (7th generation),wrm7MpmsO3am
2021:01:06 17:00:02,null,FALSE,null,wRoeO6Atunin
2021:01:06 15:44:57,null,FALSE,iPhone XR,Wrq172pKKiS7
2021:01:06 21:23:25,null,FALSE,null,wRX1D4G9C66W
2021:01:06 18:46:40,null,FALSE,null,wrXuEWI68rHk
2021:01:06 20:16:21,null,FALSE,null,Ws155eFveIQB
2021:01:06 20:05:17,null,FALSE,null,WSbZB8AvHMsx
2021:01:06 23:24:44,null,FALSE,null,WSC0UtXQu2DY
2021:01:06 20:27:07,null,FALSE,iPhone XR,wso4CJYB8W4l
2021:01:06 18:07:47,"47 deg 40' 15.96"" N, 117 deg 11' 56.04"" W",FALSE,iPhone 11,wSqJU6xY51PH
2021:01:06 03:18:30,null,FALSE,null,wstf5ezErZ8D
2021:01:06 19:18:03,null,FALSE,null,wSygojA1tXM6
2021:01:06 17:17:50,"40 deg 42' 18.72"" N, 73 deg 29' 22.56"" W",FALSE,iPhone 8 Plus,WT5NxQkLYwx7
2021:01:06 01:01:50,null,FALSE,iPhone 11,Wt65b124hCJ5
2021:01:06 20:10:45,null,FALSE,null,wtklxbw5Oore
2021:01:06 23:42:07,null,FALSE,null,wTnzA4WqhMd9
2021:01:06 18:27:06,"35 deg 30' 20.52"" N, 78 deg 49' 0.12"" W",FALSE,iPhone 8 Plus,wtsp5DO2PZgJ
2021:01:06 21:20:16,null,FALSE,null,wtugjQ1rU3SR
2021:01:06 13:55:55,null,FALSE,null,wTv67IZLPnR0
2021:01:06 12:50:09,null,FALSE,iPhone 11,WTVaLjljf1ti
2021:01:06 22:33:46,null,FALSE,iPhone 11,WuGGwlEO2i0t
2021:01:06 03:19:29,null,FALSE,null,wuMp5Z8dnXQV
2021:01:06 22:55:30,"42 deg 59' 51.36"" N, 82 deg 29' 7.80"" W",FALSE,null,wuoJPU186V7L
2021:01:06 17:49:29,null,FALSE,null,WURnuKC1b49X
2021:01:06 17:27:04,"36 deg 45' 4.32"" N, 96 deg 55' 27.48"" W",FALSE,iPhone 8,WUUYVET33KXo
2021:01:06 16:12:12,null,FALSE,null,wuY64RMhSEKI
2021:01:06 23:25:56,null,FALSE,null,WuZmSrKY0ObK
2021:01:06 04:53:28,null,FALSE,null,WV0iG45HKHcG
2021:01:06 20:29:20,null,FALSE,null,WV1bKaDL3Pi9
2021:01:06 21:17:22,null,FALSE,null,wvgVH2qgomV5
2021:01:06 02:45:02,null,FALSE,null,wVoUCypS0afP
2021:01:06 19:35:38,null,FALSE,iPhone 8 Plus,WVxGIBABQYPd
2021:01:06 22:06:49,null,FALSE,null,WvzjIYzh9CBG
2021:01:06 04:10:07,null,FALSE,null,wVzL9Rv68gLp
2021:01:06 01:45:36,null,FALSE,null,wW45MPY2TirP
2021:01:06 21:57:42,null,FALSE,null,WWaQHJzYJxgc
2021:01:06 06:59:46,null,FALSE,null,wWI3Ck1XkT4r
2021:01:06 18:39:38,null,FALSE,null,WwjxgiwkAAEe
2021:01:06 22:25:23,null,FALSE,null,WWr7oNmt1xgG
2021:01:06 15:38:37,null,FALSE,iPhone 11 Pro,WwZi3NY2aIqd
2021:01:06 19:23:30,null,FALSE,null,wXbvfywyXXT2
2021:01:06 20:02:57,null,FALSE,null,WXiuFJ5W4cd6
2021:01:06 20:05:17,null,FALSE,null,WxqBcMzTLnOe
2021:01:06 05:38:07-05:00,null,FALSE,null,WXuVazdNsCmm
2021:01:06 04:10:07,null,FALSE,null,wxvBOiQYLif9
2021:01:06 02:55:11,null,FALSE,null,WxVbxts2XpCw
2021:01:06 19:21:50,null,FALSE,null,WXw0LHqkQtdf
2021:01:06 06:00:17,null,FALSE,null,wXy6GKqESr69
2021:01:06 19:23:22,null,FALSE,null,WxZpP6COQwNV
2021:01:06 17:34:00,null,FALSE,null,wyjnPTlDyLAN
2021:01:06 17:25:23,null,FALSE,null,WYK3zuxTjtYn
2021:01:06 20:10:46,"35 deg 27' 35.64"" N, 81 deg 15' 17.64"" W",FALSE,null,WyNYZ32gIOF3
2021:01:06 08:33:20,null,FALSE,null,WYs9sS90eF0c
2021:01:06 20:08:23,"38 deg 52' 58.44"" N, 76 deg 59' 43.80"" W",FALSE,iPhone XR,WySGloihPeyr
2021:01:06 20:05:17,null,FALSE,null,WYUI5dMemzVs
2021:01:06 01:29:08,null,FALSE,null,WyXVfQUlGkDz
2021:01:06 19:32:24,"28 deg 36' 30.96"" N, 81 deg 31' 32.16"" W",FALSE,iPhone 7,wZ3RUkway6B3
2021:01:06 19:51:03,null,FALSE,iPhone XR,wZaJYCl7QNG4
2021:01:06 02:19:48,null,FALSE,iPhone SE (1st generation),wzBItXxIRT3q
2021:01:06 15:41:02,null,FALSE,null,WZhU4J45p0ys
2021:01:06 18:21:05,null,FALSE,iPhone 11,wZR02mRI4heQ
2021:01:06 17:45:29,null,FALSE,null,wzVoFG3PtdlM
2021:01:06 02:29:14,null,FALSE,null,WzxTRBYsimzD
2021:01:06 04:05:09,null,FALSE,null,wZz3dIDI1wN9
2021:01:06 18:28:39,null,FALSE,null,X0cuqJfwzkuV
2021:01:06 18:03:09,null,FALSE,null,X0nIaj0cMmeU
2021:01:06 17:44:59,null,FALSE,null,x0rsooLlCZSS
2021:01:06 21:01:57,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,X0Yt9C9wukM5
2021:01:06 07:39:25,null,FALSE,null,x1Eob3yrgai0
2021:01:06 20:08:07,null,FALSE,null,x1hsn5tk5wko
2021:01:06 19:06:53,null,FALSE,null,X1P2ky0njzmz
2021:01:06 05:13:01,null,FALSE,null,X1rWHE2gTlrb
2021:01:06 21:21:52,null,FALSE,iPhone 11,X1yZlicM2ghH
2021:01:06 21:55:55,null,FALSE,null,X24boAhN9AQE
2021:01:06 19:44:55,null,FALSE,null,x2FBm4cwior1
2021:01:06 22:06:48,null,FALSE,null,X2n4kQqMxyF0
2021:01:06 16:45:34,null,FALSE,iPhone 11,X2tKrofnlX5C
2021:01:06 03:51:29,null,FALSE,iPhone 8 Plus,x2UFo7bdlOw2
2021:01:06 04:30:39,null,FALSE,null,x2v8tjGFzffQ
2021:01:06 19:58:38,"39 deg 9' 20.88"" N, 84 deg 12' 43.20"" W",FALSE,iPhone 11 Pro Max,X2Z4LtteZR0F
2021:01:06 05:39:04,null,FALSE,null,x2Zn657fYHB9
2021:01:06 00:04:45,"41 deg 27' 39.60"" N, 79 deg 7' 51.96"" W",FALSE,iPhone 11,x3gjWoWTz1Sb
2021:01:06 01:18:55,"38 deg 43' 11.64"" N, 121 deg 14' 59.64"" W",FALSE,iPhone XS,X3hdNZobVojO
2021:01:06 20:26:04,null,FALSE,null,X3Xx59vg8zba
2021:01:06 12:51:26,null,FALSE,null,x41EFz1zqUbm
2021:01:06 12:55:04,null,FALSE,null,x43ZWMG8iiiS
2021:01:06 10:00:27,null,FALSE,iPhone XS Max,x45dUy1v8rFx
2021:01:06 21:17:22,null,FALSE,null,X493Yys4Sq4B
2021:01:06 19:59:54,null,FALSE,null,x4DAJBkCyXnl
2021:01:06 18:18:48-06:00,null,FALSE,null,X4eXiJkkXHiN
2021:01:06 00:30:40,null,FALSE,null,X4i6xhs21Pmn
2021:01:06 02:55:21,null,FALSE,iPhone 11 Pro Max,X4sMPr3djnQH
2021:01:06 15:49:55-06:00,null,FALSE,null,X4Z6RYt2hHM6
2021:01:06 02:42:18,null,FALSE,null,X5cD4xSyAEI4
2021:01:06 16:51:38,null,FALSE,iPhone 11 Pro Max,X5EVBsZJYLDU
2021:01:06 21:43:04,null,FALSE,null,X5hsUSuT40bV
2021:01:06 07:25:00,null,FALSE,null,X5k3cDwv48fh
2021:01:06 18:28:49,null,FALSE,null,X5kLV6JSg0KJ
2021:01:06 15:01:02,null,FALSE,null,x5moH12nf397
2021:01:06 23:13:43,null,FALSE,null,X5msQGtzTCBV
2021:01:06 01:51:00,null,FALSE,null,X5qelj6Yiex1
2021:01:06 19:01:35,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,x5Y0GHNZW4a2
2021:01:06 03:50:40,"26 deg 16' 53.76"" N, 80 deg 16' 3.72"" W",FALSE,iPhone X,X62tR4YYR1dL
2021:01:06 23:44:59,"37 deg 40' 54.48"" N, 122 deg 6' 10.44"" W",FALSE,iPhone 8,X6dbG67dTPls
2021:01:06 10:26:30+01:00,null,FALSE,null,X6EZH0L860n6
2021:01:06 01:21:42,null,FALSE,null,x6mB7xp1DD0b
2021:01:06 02:48:53,null,FALSE,null,x6yzSTcmO1qC
2021:01:06 19:04:33,null,FALSE,null,X77690phlp1q
2021:01:06 18:49:03,null,FALSE,null,x7olBQrl9s2B
2021:01:06 05:01:46,null,FALSE,null,x7ppUDnBF2Iq
2021:01:06 04:30:04,null,FALSE,null,X87VocwJngQM
2021:01:06 20:26:24,null,FALSE,null,X88bcc3fylT3
2021:01:06 06:20:20,null,FALSE,null,x8aIR0Mg5qf2
2021:01:06 18:12:05,null,FALSE,null,X8HlIEzIcc1f
2021:01:06 03:07:31,"38 deg 43' 10.56"" N, 121 deg 15' 0.00"" W",FALSE,iPhone XS,x8pwSFv5aatt
2021:01:06 11:45:17,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,X8RokX9Das60
2021:01:06 00:18:02,null,FALSE,null,x8rzIsh3waoR
2021:01:06 14:28:37,null,FALSE,null,X9f2Ilb6wm4A
2021:01:06 06:17:10,null,FALSE,null,X9mkvZB8Bf5w
2021:01:06 18:41:57,null,FALSE,null,xa0nIrpNzJyJ
2021:01:06 13:34:59,null,FALSE,iPhone 7,XAaEwlm5Dqnv
2021:01:06 01:05:38,null,FALSE,null,xaB5GoJKbKvp
2021:01:06 02:51:45,null,FALSE,null,XAgmVqjDGMrs
2021:01:06 19:10:11,null,FALSE,null,XAiuFYu86KE3
2021:01:06 19:11:55,null,FALSE,null,xakfHMQc6c9h
2021:01:06 23:19:42,null,FALSE,null,XAp68EYRIBLY
2021:01:06 23:46:42,null,FALSE,null,XapoRPjMDVNg
2021:01:06 11:29:34,null,FALSE,null,xAPWfTh3vTL9
2021:01:06 23:11:34,null,FALSE,null,Xaq1GdStmvsH
2021:01:06 19:24:46,null,FALSE,null,XAvXV2LghNT0
2021:01:06 03:14:27,null,FALSE,null,XaXa1KoeoTmH
2021:01:06 15:53:12,null,FALSE,iPhone 8 Plus,XB3Vrc1D3NtT
2021:01:06 15:07:53,null,FALSE,null,Xbh5DGN0X6Wf
2021:01:06 21:17:22,null,FALSE,null,Xbh6V3vy2HB7
2021:01:06 15:34:27,null,FALSE,null,XbMmvN9m71HD
2021:01:06 04:59:23,null,FALSE,null,XbryRWexYeM0
2021:01:06 05:44:22,null,FALSE,null,xBUzUzPfCKTu
2021:01:06 02:01:32,null,FALSE,null,XbX3kmgCnjm5
2021:01:06 18:17:43,null,FALSE,null,xBy1F83WDoEa
2021:01:06 02:48:41,null,FALSE,null,XBZ7zLyjUQDw
2021:01:06 19:52:50,null,FALSE,iPhone 12 Pro Max,Xc3cX8teN1hi
2021:01:06 23:16:16,null,FALSE,null,XcgVrGVet2xL
2021:01:06 22:39:08,null,FALSE,null,xCKomMtd2u0u
2021:01:06 22:26:52,null,FALSE,null,XCpFkhQYqGce
2021:01:06 14:16:24,null,FALSE,iPhone 8 Plus,XcTS4VS9e0lg
2021:01:06 20:25:58,null,FALSE,null,XcvuP2InzrAQ
2021:01:06 08:38:51,null,FALSE,null,Xd5ICv1A9CVT
2021:01:06 22:00:34,null,FALSE,null,Xd8EfNaqPlhL
2021:01:06 19:00:08,null,FALSE,null,XDPYU4lVkzpk
2021:01:06 21:48:03,null,FALSE,null,xdrHOdCYRX4K
2021:01:06 07:57:58,null,FALSE,null,XdseKBd9HCEP
2021:01:06 23:59:32,null,FALSE,null,xdyqzMkIFUjt
2021:01:06 01:39:35,null,FALSE,null,Xe4B9ateeiye
2021:01:06 19:11:55,null,FALSE,null,xEFLLluQoHyJ
2021:01:06 22:22:48,null,FALSE,iPhone 6s Plus,xEsKZtR4xQbJ
2021:01:06 19:54:48,null,FALSE,null,Xf54S9R8kItE
2021:01:06 21:22:05,null,FALSE,iPhone 11,xfA3xOZUz825
2021:01:06 18:55:51,null,FALSE,null,xfB9Mxp7U0eF
2021:01:06 00:57:38,null,FALSE,null,xfl1NgZFFfC2
2021:01:06 23:47:18,null,FALSE,null,xFmDu6UDZFTJ
2021:01:06 20:16:21,null,FALSE,null,XFMxwQ7QAwKr
2021:01:06 19:13:43,null,FALSE,iPhone XR,XFQe0qoZMgRG
2021:01:06 19:36:51,null,FALSE,iPhone 7 Plus,xfQrvOKOqIx2
2021:01:06 06:39:16,null,FALSE,null,XfxsVxc9wO85
2021:01:06 01:53:21,null,FALSE,null,XfZe1I5YcLQz
2021:01:06 19:28:41,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,xG5Pz9aovgaM
2021:01:06 02:43:29,null,FALSE,null,xG9dwE5tFSaF
2021:01:06 13:40:06,null,FALSE,iPhone 11 Pro Max,xGbkF0QnebH9
2021:01:06 13:30:57,null,FALSE,null,XgesyNDupCtr
2021:01:06 22:53:56,null,FALSE,null,XgK2khWKMBq4
2021:01:06 17:00:00,null,FALSE,null,xGLsukM3RAh4
2021:01:06 22:14:19,null,FALSE,null,XgMfYoOrPfVZ
2021:01:06 20:50:01,null,FALSE,iPhone XS,xGqhfGoCdBtY
2021:01:06 02:01:55,null,FALSE,null,xgVpI3vWzlsn
2021:01:06 22:36:56,"34 deg 45' 45.36"" N, 96 deg 41' 21.84"" W",FALSE,iPhone XR,xGxhmdJpgsp3
2021:01:06 21:17:22,null,FALSE,null,xGxRrrZvPdrR
2021:01:06 16:23:34,null,FALSE,null,XgZIgzvgXJnf
2021:01:06 21:05:03,null,FALSE,null,XGzP3rNYfijM
2021:01:06 17:30:02,null,FALSE,null,XH3uBrDuqa7S
2021:01:06 20:30:56,null,FALSE,null,xHel0G95m3Ee
2021:01:06 19:54:53,null,FALSE,null,xheuGyNiCgQa
2021:01:06 00:48:15,null,FALSE,null,XhFyjjM06aHE
2021:01:06 18:12:27,null,FALSE,null,xhK3l7dQtN72
2021:01:06 05:38:31,null,FALSE,null,XHm1QRbWQl4q
2021:01:06 04:27:51,null,FALSE,null,XhmjwEZUDj7A
2021:01:06 06:00:32,null,FALSE,null,XHSRaB7sXyq4
2021:01:06 19:33:28,null,FALSE,iPhone X,XHUDMe16PEl6
2021:01:06 19:29:31,null,FALSE,null,xhX3vslhQkbL
2021:01:06 13:52:09,null,FALSE,null,XI5nB9RBCU06
2021:01:06 21:49:39,null,FALSE,null,XI77rGQFOQ2b
2021:01:06 21:05:03,null,FALSE,null,xIO2vNkz9ty0
2021:01:06 07:27:13,null,FALSE,null,xiocCDY07Y3K
2021:01:06 16:21:20,null,FALSE,iPhone 8 Plus,xIpTobvMdAKL
2021:01:06 19:28:17,null,FALSE,null,Xit20eEh3Hdg
2021:01:06 02:16:51,null,FALSE,null,xIzop3ObXjY8
2021:01:06 21:17:20,null,FALSE,null,Xj1tj4AhEqzs
2021:01:06 19:31:49,null,FALSE,null,xJ8O7yvsXxET
2021:01:06 08:49:36,null,FALSE,null,XJDQanxZC3s2
2021:01:06 19:17:36,null,FALSE,null,xJIf8z6Mq9SX
2021:01:06 16:09:53,null,FALSE,null,xjIVmA5PTTp6
2021:01:06 07:22:56,null,FALSE,null,XJMnicEEG3nV
2021:01:06 19:23:58,null,FALSE,iPhone SE (2nd generation),xJRsbhKa6rRE
2021:01:06 20:05:17,null,FALSE,null,XjsMOW3awKh4
2021:01:06 07:59:00,null,FALSE,null,xjZhMS00L4gb
2021:01:06 22:45:03,null,FALSE,null,XK0eSkPMQPcM
2021:01:06 19:53:53,"40 deg 37' 49.80"" N, 73 deg 58' 19.20"" W",FALSE,null,XK2T41K0FW4E
2021:01:06 21:10:11,null,FALSE,null,xk3ByrPq8EGs
2021:01:06 21:37:48,null,FALSE,null,xk6W7U04wAeQ
2021:01:06 22:39:25,null,FALSE,null,xkbDynkuAT5P
2021:01:06 21:08:38,null,FALSE,null,xKBJsfq0H0jS
2021:01:06 14:39:06,null,FALSE,iPhone X,XKdWcAdo0cYC
2021:01:06 21:54:06,null,FALSE,iPhone SE (2nd generation),XkfUtKxIH2fQ
2021:01:06 21:17:22,null,FALSE,null,XKGx4g698SnI
2021:01:06 21:52:50,null,FALSE,iPhone XR,xkJ3g8uwEQOg
2021:01:06 19:58:28,"40 deg 40' 45.84"" N, 76 deg 19' 34.32"" W",FALSE,null,Xklh4rkCVZ6R
2021:01:06 15:46:25,null,FALSE,null,xkrxo17P4hgt
2021:01:06 20:04:37,null,FALSE,null,xkSaqvxeuubr
2021:01:06 04:23:47,null,FALSE,null,XkVc29Wx8EAr
2021:01:06 19:33:09,null,FALSE,null,xl09Y018C4Xi
2021:01:06 20:29:24,null,FALSE,null,XlGza3HvdW9P
2021:01:06 18:36:00,"27 deg 49' 31.08"" N, 82 deg 39' 50.04"" W",FALSE,iPhone XR,xLiUOT63gA3A
2021:01:06 18:29:23,null,FALSE,iPhone 12 Pro Max,xlJAvlbK9ZFI
2021:01:06 21:19:50,null,FALSE,null,xljbXrQDRDnm
2021:01:06 22:41:11,null,FALSE,null,XLmXtL86kwid
2021:01:06 22:18:29,null,FALSE,null,xm22M2OArODq
2021:01:06 21:17:22,null,FALSE,null,xM7Ct9u5NjgY
2021:01:06 19:28:55,null,FALSE,iPhone 11 Pro Max,xM8CXfu9pQHk
2021:01:06 19:49:52,null,FALSE,null,XMbjbnsG3rgN
2021:01:06 13:11:09,null,FALSE,null,XMDzASALvhhC
2021:01:06 19:45:57,null,FALSE,null,XmH3LxptvZal
2021:01:06 20:32:44,null,FALSE,null,XmrQ6xaMqQoe
2021:01:06 23:45:04,null,FALSE,null,Xmt9Cp5InG6i
2021:01:06 19:44:15,null,FALSE,null,XmtZn5ovZ0Al
2021:01:06 22:44:45,null,FALSE,iPhone XR,xn4bMnRIVkLs
2021:01:06 22:26:28,null,FALSE,null,XNCJYI7uWIKu
2021:01:06 22:45:35,null,FALSE,iPhone 11 Pro Max,XNhW3NZ7Xjjw
2021:01:06 19:45:45,null,FALSE,null,xNRK49nCW9Ji
2021:01:06 18:50:26,null,FALSE,null,XnsrOWupiCuG
2021:01:06 20:50:09+05:30,null,FALSE,null,xNUH45n36QAF
2021:01:06 19:39:54,null,FALSE,null,XOd7ug0xoQ4J
2021:01:06 16:11:18,null,FALSE,null,XODDU7L1lnrw
2021:01:06 22:07:52,null,FALSE,null,XoINc6TeBQXq
2021:01:06 00:47:03,null,FALSE,null,xOkOnfR30wI0
2021:01:06 23:45:15,null,FALSE,iPad Pro (12.9-inch) (3rd generation),xOpnCvw9XzM8
2021:01:06 23:17:59,null,FALSE,null,xoS7q67gMwsW
2021:01:06 18:19:02,null,FALSE,null,xOT2m2hbR7Cj
2021:01:06 19:44:42,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,xoUfvnFYo1VF
2021:01:06 02:43:42,null,FALSE,null,xp3NI2eUKGr3
2021:01:06 05:13:19,null,FALSE,null,xP5OeZl6Hk2k
2021:01:06 22:07:52,null,FALSE,null,XPazIFojaPQK
2021:01:06 04:28:17,null,FALSE,null,XpfVh7zf04Yn
2021:01:06 16:06:09,null,FALSE,null,xpHTU06qaiA5
2021:01:06 19:49:27,null,FALSE,iPhone SE (2nd generation),XpmM3O549cog
2021:01:06 07:37:44,"32 deg 55' 1.20"" N, 96 deg 45' 3.24"" W",FALSE,iPhone 8 Plus,xPNR9t3H55RZ
2021:01:06 14:49:36,"43 deg 46' 50.52"" N, 79 deg 14' 50.64"" W",FALSE,iPhone 7,XpvWU5L1FliB
2021:01:06 16:26:50,null,FALSE,null,XPyaU8dga9CV
2021:01:06 03:33:31,null,FALSE,iPhone 6 Plus,XpyELrkeDjLk
2021:01:06 03:30:42,null,FALSE,null,XQFtHP3DyX9h
2021:01:06 21:26:25,null,FALSE,null,XQif13OqWOJB
2021:01:06 19:12:52,null,FALSE,null,xQjmr6w5oT7G
2021:01:06 16:44:03,null,FALSE,null,XqLqsFJ9HzGV
2021:01:06 21:17:20,null,FALSE,null,xQMx24sZHWBZ
2021:01:06 04:09:10,null,FALSE,iPhone 11,XQo7xzRotaYM
2021:01:06 21:17:22,null,FALSE,null,XqTo86LxmbL7
2021:01:06 20:57:35,null,FALSE,null,xQu1qlI30g7X
2021:01:06 17:23:21,null,FALSE,null,xR5VHY8CQmGp
2021:01:06 03:52:57,null,FALSE,null,XRb7mDbmAQaw
2021:01:06 21:54:07,null,FALSE,null,XRDMga4CzCaT
2021:01:06 18:35:17,null,FALSE,null,xReNBeSfAjqH
2021:01:06 19:30:44,null,FALSE,iPhone 12,xRJ9DP79FYlw
2021:01:06 02:45:56,null,FALSE,null,XrkxEM6sxvpK
2021:01:06 02:50:19,null,FALSE,null,XrMojX39ruCb
2021:01:06 20:05:01,"40 deg 23' 7.44"" N, 74 deg 17' 0.96"" W",FALSE,iPhone X,xrPPu98LLQK7
2021:01:06 22:19:32,null,FALSE,null,XrurHpcwuOYu
2021:01:06 10:23:38,null,FALSE,null,xRUw5WRGvTnr
2021:01:06 18:58:27,null,FALSE,null,xRUwUloek73p
2021:01:06 19:29:30,null,FALSE,null,xRvg5HoGBFry
2021:01:06 20:10:43,null,FALSE,null,XrVzIzRrMGhf
2021:01:06 14:52:31,null,FALSE,null,XS4k0d1RnNFQ
2021:01:06 18:36:38,null,FALSE,null,Xsb2YwyTEcnh
2021:01:06 19:34:00,null,FALSE,iPhone 12 Pro Max,xsrT13GmLl2l
2021:01:06 20:00:14,null,FALSE,null,XSveg50sR0ZK
2021:01:06 20:02:39,null,FALSE,iPhone XR,xsVqvOD2YQGn
2021:01:06 14:37:01,"0 deg 0' 0.00"" N, 0 deg 0' 0.00"" E",FALSE,null,xsWNiHf16q1s
2021:01:06 21:29:42,null,FALSE,iPhone 11,xsxXcfG0nxvV
2021:01:06 11:52:23,null,FALSE,null,XT0SXdBcX5mj
2021:01:06 21:37:12,"41 deg 46' 9.12"" N, 88 deg 38' 26.52"" W",FALSE,iPhone 11,Xt1iOyW6FsMv
2021:01:06 23:39:04,null,FALSE,null,XT5mQTsK5K4l
2021:01:06 21:17:22,null,FALSE,null,xt96H7utO1s8
2021:01:06 19:33:45,null,FALSE,null,xt9d6xLuxFFN
2021:01:06 22:01:45,null,FALSE,iPhone 7,XTC5w5eDEH2z
2021:01:06 20:02:59,null,FALSE,null,xTGL6Kc5rdQP
2021:01:06 22:46:14,null,FALSE,null,XthHMG18l1BR
2021:01:06 15:21:42,null,FALSE,null,Xu3XTt5AGJy3
2021:01:06 05:24:07,"41 deg 51' 24.80"" N, 90 deg 11' 6.00"" W",FALSE,null,xuEO6HeTtYkY
2021:01:06 18:11:53,null,FALSE,iPhone 11 Pro,xuLXTWLoSySS
2021:01:06 00:43:01,null,FALSE,null,xuOj5JIdf32w
2021:01:06 20:53:06,"48 deg 44' 4.56"" N, 117 deg 25' 55.20"" W",FALSE,iPhone 11 Pro Max,xUS0alge9Ec9
2021:01:06 19:57:18,null,FALSE,null,xuxmyk11tHQx
2021:01:06 14:19:35,null,FALSE,null,xUyOQBLqWVkj
2021:01:06 21:56:03,"35 deg 21' 2.16"" N, 97 deg 26' 47.76"" W",FALSE,null,xV11O2j8KoZR
2021:01:06 21:17:22,null,FALSE,null,XvC0yP0J7GMh
2021:01:06 20:05:17,null,FALSE,null,xVR6NDVxLKyK
2021:01:06 20:16:23,null,FALSE,null,xvsJPEyowM1D
2021:01:06 22:53:00,"39 deg 44' 21.12"" N, 104 deg 59' 8.88"" W",FALSE,null,XVYCHDxX7fBJ
2021:01:06 19:57:48,null,FALSE,iPhone XS Max,xW8Mwq0hYTn3
2021:01:06 21:20:11,null,FALSE,null,XwB9DjWVi5f7
2021:01:06 10:32:05,null,FALSE,null,xWjwbx8lYD6U
2021:01:06 15:38:42,null,FALSE,null,XWZog2EgFgnO
2021:01:06 08:00:06,null,FALSE,null,XX110R3XvDOx
2021:01:06 23:44:59,"37 deg 40' 54.48"" N, 122 deg 6' 10.44"" W",FALSE,iPhone 8,xx36hc7x4wVP
2021:01:06 23:43:37,null,FALSE,null,XX8Pv1rebqTk
2021:01:06 23:53:40,null,FALSE,null,xxKVpRWBI7FV
2021:01:06 06:35:13,null,FALSE,null,XXKYC7qA5fKK
2021:01:06 18:31:58,null,FALSE,null,XXLoKX0arNRR
2021:01:06 19:12:30,null,FALSE,null,XxoENrjulo5v
2021:01:06 17:20:32,null,FALSE,null,xxQ47ov948V2
2021:01:06 20:46:22,null,FALSE,iPhone 8 Plus,XY0nhbaVhMcF
2021:01:06 23:07:21,null,FALSE,null,XyBI1c0VjLkx
2021:01:06 22:24:09-05:00,null,FALSE,null,xYe01P6DklTI
2021:01:06 18:47:49,null,FALSE,null,xYizkNiAtT0s
2021:01:06 21:35:10,null,FALSE,null,XyJJaYZAzOLR
2021:01:06 18:43:27,null,FALSE,iPhone XR,XyYDtYgT5qc3
2021:01:06 23:15:55,null,FALSE,null,xYZan1JBhD5H
2021:01:06 01:33:33,null,FALSE,null,xZ31xdamdEsV
2021:01:06 19:42:51,null,FALSE,iPhone 11 Pro Max,XZaaoVqC5BVQ
2021:01:06 05:44:46,null,FALSE,iPhone 8,xzACZ9HhKzPu
2021:01:06 06:35:51,null,FALSE,null,XZDSY7iSOcGo
2021:01:06 12:19:47-06:00,null,FALSE,null,XZFS6TxeNxO1
2021:01:06 20:26:31,null,FALSE,null,XZHfocHw2da6
2021:01:06 20:06:34,null,FALSE,null,xZmYlgkWq7ay
2021:01:06 19:04:22,null,FALSE,null,XzO4jURQorDl
2021:01:06 20:37:53,null,FALSE,null,xZReq5n0q1G1
2021:01:06 20:26:13,null,FALSE,null,xZuGgAEbINCK
2021:01:06 19:19:21,null,FALSE,iPhone 11 Pro Max,Y08gm3pkfmsy
2021:01:06 00:04:56,"40 deg 55' 58.40"" N, 124 deg 6' 24.48"" W",FALSE,null,y0drZm0Iwx3f
